tgt_word,src_word,Score
juan,joan,0.14543643414896754
sido,been,0.5647992812377723
josé,joseph,0.21518446151912246
josé,josef,0.08353379705749467
josé,josé,0.4458800701787701
bajo,under,0.4956872259082157
bajo,low,0.14894995887362916
bajo,bajo,0.1647340909931032
bajo,bass,0.163885008604291
serie,series,0.5863017890925959
serie,serial,0.30779695163604026
serie,serie,0.15008217646937597
cada,every,0.35839594711152584
cada,each,0.5745084060690698
fútbol,soccer,0.39898851624807824
fútbol,football,0.5122788286039042
equipo,equipment,0.10297229233313412
equipo,team,0.4473821088369099
norte,norte,0.2464049834735745
norte,north,0.5535670150552203
norte,northern,0.4969479465680413
norte,nord,0.17596603353616974
río,rio,0.3186007663053494
río,river,0.6009847575993224
méxico,mexico,0.6004601708238422
han,have,0.4007390662142387
han,han,0.06753954911440989
argentina,argentina,0.5803800445496008
argentina,argentine,0.5322469023850231
inglés,english,0.4137618477063768
nuevo,new,0.4691886121561254
véase,see,0.24474598613330983
junto,along,0.39165651136507246
septiembre,september,0.5613316646874326
octubre,october,0.5710008927610983
segunda,segunda,0.09547347081324788
segunda,second,0.4841131112750938
discusión,discussion,0.19473597786292224
gobierno,govt,0.24920241872047325
gobierno,governance,0.2255043365713384
gobierno,government,0.5916941637231837
condado,county,0.5251560682950005
final,end,0.3401180390898052
final,finale,0.259575509811924
final,final,0.5309798542480608
final,finals,0.28143324233397343
vida,life,0.5594220834690844
vida,vida,0.19783045858001924
personas,persons,0.4370502550457199
personas,people,0.40254986084182864
español,spanish,0.4971759540429974
centro,downtown,0.19806982048226693
centro,centro,0.29867296181637926
centro,center,0.48688300029768283
centro,centre,0.5052036377245052
julio,julio,0.1828778006771191
julio,julius,0.11037163896571055
julio,july,0.5257635912512726
hay,hay,0.01311227479334625
lincoln,lincoln,0.2525394748697318
país,country,0.47792958887589254
mientras,while,0.4716970238476898
web,website,0.6271391054377794
web,web,0.4942667464446912
internacional,internacional,0.28271992892565323
internacional,international,0.6755950208292925
santa,holy,0.2086204978707141
santa,saint,0.27562735020853135
santa,santa,0.500387431232909
antes,earlier,0.25869401158899696
antes,before,0.5264682214733135
oficial,official,0.6472541189030325
oficial,officer,0.22558994278630212
quien,who,0.37128142493120614
mundo,world,0.49053579537125913
mundo,mundo,0.1803527324723837
embargo,embargo,0.07165816058005028
tanto,both,0.41603751635871256
mayo,may,0.3656281817423329
mayo,mayo,0.12427982017572661
algunos,some,0.44906805875215194
temporada,seasonal,0.1267400988814584
temporada,season,0.5846912492872332
hacia,towards,0.49847337404811487
hacia,toward,0.4907798575448559
mejor,better,0.34748363501694596
mejor,best,0.6217080329575895
luego,then,0.5163321299368671
marzo,march,0.5708425468688754
día,day,0.4931025095944562
siendo,being,0.41914622270880936
madrid,madrid,0.5254106578372982
madrid,liverpool,0.17694895365518237
enero,jan,0.2028903571503905
enero,january,0.5802945989045859
número,number,0.6207424898983885
agosto,august,0.5716482277387074
agosto,aug,0.19915286758083026
diciembre,december,0.5714620703586599
artículo,article,0.4670074438640039
artículo,item,0.18781882235686587
noviembre,november,0.5610807343822289
noviembre,nov,0.18460628989448197
otro,other,0.2214712051332024
otro,another,0.40916309386247846
estaba,was,0.3613470191353161
estos,these,0.41389179511315
abril,april,0.5774349386357502
total,total,0.5503916112486987
región,region,0.5977076122555995
sistema,system,0.6698925016975188
habitantes,inhabitants,0.3886765430604033
habitantes,residents,0.33093826750282074
maría,marie,0.25465806338921326
maría,mary,0.3707067375109251
maría,maria,0.42148786493912543
real,real,0.4134078291878914
real,royal,0.4859803243577257
página,page,0.3400235620769082
esto,this,0.255776230383161
mundial,worldwide,0.23487388151106844
mundial,world,0.5322514829204074
mundial,global,0.22756835610677628
música,music,0.6090861529740302
presidente,chairperson,0.32312453083955317
presidente,chairman,0.42570423275596797
presidente,president,0.6121327567046854
casa,house,0.48726797587329873
casa,home,0.37166053960086415
sólo,only,0.528020197797163
sólo,just,0.3136085504576228
álbum,album,0.5538268376329327
debido,due,0.6370578132734251
cuenta,count,0.08914481302867111
cuenta,account,0.21080091431496772
cuenta,counts,0.08434116354544832
junio,june,0.5957353676222092
febrero,february,0.5683457444831214
ella,ella,0.1873230714691611
ella,she,0.387449190624385
ella,her,0.3485995169653647
pueden,can,0.4757091804886317
varios,sundry,0.1680801138382066
varios,miscellaneous,0.07953343475552196
varios,various,0.45458490842648147
varios,several,0.5404768449200059
francia,france,0.622762293500312
solo,alone,0.22258401423625448
solo,solo,0.11246245412014824
solo,only,0.5121675073729044
solo,just,0.3138536139878615
chile,chilean,0.4620237331835286
chile,chili,0.08255974463917243
chile,chile,0.5807042009987514
tipo,type,0.5922692418169261
obra,work,0.3251943910424451
iglesia,church,0.6104443565352072
película,movie,0.5691278080181179
película,film,0.5897589905998927
entonces,then,0.4559506630402289
entonces,so,0.16242340728679094
banda,band,0.5318573360878955
banda,banda,0.17974231253256368
banda,gang,0.15304147351802602
cuatro,four,0.6106343072929775
cuatro,cuatro,0.14433829225350023
zona,zone,0.43782846958931043
zona,area,0.4431395514484522
televisión,tv,0.5480902759943926
televisión,television,0.5974502090438716
televisión,televisión,0.3369746417331435
principal,main,0.6031283755561345
principal,principal,0.38464792466749975
tuvo,had,0.2540739974647896
carlos,karl,0.1541619370311487
carlos,charles,0.2796657696142548
carlos,carl,0.20505992360082537
carlos,carlos,0.36193819301001473
carlos,charlie,0.142324857315135
otra,another,0.3661375703086363
rey,king,0.6491069354957393
rey,rey,0.147903876009348
premio,prize,0.5991358228121
premio,award,0.6016194293191172
hace,does,0.19335490300173738
hace,makes,0.37138476706290874
km²,km²,0.4198881289293872
edición,edit,0.08446246967717971
edición,edition,0.5438537713577173
edición,editing,0.16123750456494662
tenía,had,0.32073939231643495
premios,rewards,0.130691128133205
premios,awards,0.6042136657261786
premios,prizes,0.45083101789288116
premios,award,0.5562849650850662
sitio,website,0.4952595222918742
sitio,siege,0.10373252776376171
sitio,site,0.5701037719385339
futbolistas,footballers,0.3774040777250799
bien,good,0.3163528218566264
bien,well,0.32915895294215985
bien,fine,0.22114213429329357
segundo,second,0.5176046283394248
mar,mar,0.24187070403277533
mar,sea,0.4922389974300298
mar,ocean,0.4023914906555207
poco,little,0.24416128539809928
orden,order,0.5876629812342455
estadounidense,american,0.4775567738381111
agua,water,0.5898741784325109
tierra,earth,0.4039549077886154
tierra,land,0.37934132774278456
tierra,tierra,0.20154517294813654
tierra,soil,0.22420697287727873
título,title,0.4653532483853757
ellos,them,0.3561772288023558
ellos,they,0.3266492433708053
earth,earth,0.1644427624235395
están,are,0.45411833679666713
división,division,0.621983024580508
canción,song,0.553837070953074
fecha,date,0.5045990545323966
república,republic,0.6660322913067829
trabajo,job,0.36957516627508286
trabajo,work,0.4848138189759213
especie,species,0.4297621829996584
luis,louis,0.2997223215405467
luis,louie,0.1390855950436294
luis,ludwig,0.011192661917315643
luis,luis,0.38561327241419985
caso,case,0.508843553195784
dentro,inside,0.39739915938135584
obras,works,0.536754143432927
obras,plays,0.13688313738383737
color,color,0.5411463375320472
color,colour,0.45805317171615556
distrito,district,0.5133274420574125
superficie,surface,0.40482109762031615
superficie,area,0.2890903782338953
copa,copa,0.37976448878125074
copa,cup,0.5401111779753178
muchos,many,0.5096634644697324
línea,line,0.6144476346798009
francisco,francisco,0.4725703403795828
francisco,francis,0.2664460954404506
les,les,0.4002933166900459
siguiente,following,0.3327613341355136
siguiente,next,0.2813132716826713
área,area,0.53020278123554
grandes,large,0.3244648516119195
grandes,big,0.27800236479001106
grandes,grandes,0.23242694929616667
censo,census,0.45468651309754676
liga,league,0.5542869951500807
liga,liga,0.409127331257874
estas,these,0.44756101033835144
muerte,death,0.5832039097964593
medio,medium,0.1684146979514897
medio,medio,0.10629792542997146
medio,half,0.17527954951672053
través,thru,0.32311136103185506
política,policy,0.3947331448262251
política,politics,0.42599155671254785
menos,minus,0.12281734350059983
menos,less,0.4900880148535939
largo,largo,0.08054458809549594
largo,long,0.47247111134802555
buenos,good,0.09406669730158981
hijo,son,0.6177285176087468
hecho,made,0.20737362211273946
hecho,done,0.2610309365002401
hecho,fact,0.26857081270231364
algunas,some,0.4246930857526935
carrera,career,0.46600195956126034
carrera,race,0.2246687300432622
carrera,carrera,0.15314643131317518
poder,power,0.4264405945005605
pueblo,town,0.35980868177855674
pueblo,pueblo,0.22393289178796638
pueblo,people,0.21860900794872098
pueblo,village,0.42199117251275
departamento,department,0.6052144946956116
departamento,apartment,0.0285042346598034
localidades,places,0.3988711154507645
localidades,locations,0.21130783867945446
localidades,localities,0.24550885550888318
hizo,did,0.24938852926527805
veces,times,0.36536947158884564
reino,kingdom,0.5886214534167237
central,central,0.6031548663502178
todas,all,0.4844152386437709
york,york,0.6316346740466722
ejemplo,sample,0.09099580141039322
ejemplo,example,0.5072848380531663
género,genre,0.338390165281624
género,gender,0.16231166405672187
género,genus,0.30888891333964064
padre,father,0.602513605499796
isbn,isbn,0.66100195441374
campo,countryside,0.04688957259881738
campo,field,0.5208766491097306
campo,camp,0.26243595354414645
campo,campo,0.19881987526264397
isla,island,0.6544600991536704
isla,isla,0.3755505122074425
hacer,do,0.17641819812818887
hacer,make,0.4464786908193539
hacer,making,0.32377233794906907
misma,same,0.3985389040917299
ante,suede,-0.02818551764934196
ante,ante,0.08918669761038774
conocido,known,0.5821530322314161
conocido,acquaintance,0.008998167177696309
http,http,0.5310638516118318
países,countries,0.5564909303072316
frente,front,0.3154286114233835
frente,forehead,0.0158412007582169
frente,brow,0.09315050570214205
antonio,anthony,0.22459755283006222
antonio,tony,0.11887793948196562
antonio,antony,0.1506589994177625
antonio,antonio,0.49242059585320896
director,director,0.6556840249881856
días,days,0.6358315319482581
española,spanish,0.46647270766199755
partir,depart,0.05419742302434413
versión,version,0.6107645823837186
varias,several,0.5532031969114856
varias,various,0.4748437274298459
actual,current,0.46974803014379096
momento,timing,0.14573986214273182
momento,moment,0.4593762328207453
lista,ready,0.06331116365866037
lista,list,0.5763605525969138
jpg,jpg,0.7220609646583204
densidad,density,0.35533548802330844
campeonato,championships,0.4036873085004058
campeonato,championship,0.5146123425470637
tarde,late,0.16994647262851448
tarde,evening,0.21704995185551781
tarde,afternoon,0.1918838836377762
tienen,have,0.28560771100185006
ejército,military,0.34697487667137683
ejército,army,0.5739632222072065
porque,because,0.4538845786113253
estación,station,0.5626742027485737
observatorio,observatory,0.5112000842598943
aires,airs,-0.11951542081010039
aires,aires,0.46983019885406596
actualmente,currently,0.6644599200452511
desarrollo,development,0.6339762312741791
escuela,schools,0.3658034221614701
escuela,school,0.546037363818288
programa,program,0.5460593071168799
programa,programme,0.5027724991979674
información,info,0.38720688735413444
información,information,0.5992672824426943
importante,important,0.6068608754216964
último,last,0.3933453220517039
último,latest,0.20845251549246221
canciones,songs,0.538137192731899
uso,usage,0.4608251489195473
uso,uso,-0.030925999523445685
uso,use,0.5060648052138162
juegos,gaming,0.2381009373730708
juegos,games,0.5279959033455283
localidad,locality,0.3149976880273883
base,base,0.5905450604058047
punto,punto,0.024026350015497855
punto,dot,0.11884478915327941
punto,point,0.49152160793767324
posición,position,0.542138295242886
alemania,germany,0.6352798713596077
alemania,wehrmacht,0.19559477371906064
ubicación,placement,0.12765070728128228
ubicación,location,0.42384488670964204
partidos,matches,0.31853775837149506
grupos,groups,0.6022817899509196
john,john,0.48309917743320985
miembros,memberships,0.35202309194244097
miembros,membership,0.4151257000897725
miembros,members,0.6880152564918999
pedro,pedro,0.4233266818020779
pedro,peter,0.1764189577832232
capital,capital,0.5440499524167364
primeros,early,0.3435779506894139
primeros,firsts,0.2675138270527735
primeros,first,0.3442321803248125
teatro,theater,0.5121958107904049
teatro,theatre,0.567135362129949
cualquier,any,0.44495615108302267
datos,data,0.48188625710906297
manera,way,0.26747120694006965
laboratorio,laboratory,0.44511971230773556
laboratorio,lab,0.42447521977461894
socorro,relief,0.07098728034868858
libro,book,0.5773664488629401
estudios,studios,0.19271174648410355
estudios,studies,0.5127673126789021
diferentes,different,0.572978152798292
barcelona,barcelona,0.5419695660942344
nivel,level,0.5655204572042489
llamado,called,0.517958903580356
mayoría,majority,0.5607885498697381
unión,union,0.48117835324443725
unión,bonding,0.04413760977458581
unión,unión,0.27015617641078343
edad,age,0.5099606247355014
artículos,articles,0.4579075602428721
artículos,items,0.2771536460392635
juego,gaming,0.34835285135305877
juego,game,0.5686471007557171
juego,gambling,0.17007076552766098
arte,arts,0.37979120284121415
arte,art,0.6007064072642359
arte,artwork,0.2268589086708045
especies,species,0.46739089472878304
europa,europe,0.6045888899045516
europa,europa,0.2875984582172331
estilo,style,0.4687862930873089
estilo,styling,0.3257762356448616
cine,cinema,0.5359728399501569
cine,movie,0.40667170143443254
cine,movies,0.37013068647087577
cine,cinemas,0.36667906831847874
cine,films,0.3904928479434791
cine,film,0.5213547106061323
proyecto,project,0.5968350724684972
center,center,0.45659500119706864
selección,selection,0.44934794705291486
costa,costa,0.33711664481225206
costa,coastline,0.38033463251937716
costa,coast,0.5172884760109218
equipos,equipment,0.20969863032614283
equipos,equipments,0.20574974356127534
equipos,teams,0.47376194902226937
origen,origin,0.6017436494468631
origen,source,0.1461643467930995
origen,origins,0.4489499236168175
código,code,0.5873003974463274
museo,museum,0.6328214884947743
puntos,dots,0.18330811508569478
puntos,points,0.5965351238089246
puntos,stitches,0.08840925269456265
perú,perú,0.43262083061456913
perú,peru,0.5440321229696042
militar,military,0.49741920676728957
américa,america,0.5634182392203817
américa,américa,0.2572733545364909
américa,americas,0.49068198996062307
ubicado,located,0.5095236361270561
producción,output,0.28819909244137504
producción,production,0.6915704773949646
italia,italia,0.4168605989840052
italia,italy,0.6298664205285103
manuel,manuel,0.4118145081592418
manuel,manny,0.1801976308663265
manuel,emmanuel,0.1501983064915995
tener,having,0.2795800455605184
tener,have,0.3329115001253212
wikipedia,wikipedia,0.4087995342654952
plantas,plants,0.4697424998105184
plantas,plant,0.3936609024956097
comenzó,started,0.5585142720255647
comenzó,began,0.5921958616326212
debe,owes,0.0926439664164071
debe,must,0.4430724467106081
siempre,always,0.5334858835157624
metros,meters,0.5654514704280758
metros,meter,0.4651331304497238
metros,metres,0.5295285958346867
oro,golden,0.4034454267824642
oro,gold,0.6540041042177525
posteriormente,subsequently,0.5254191871498892
posteriormente,later,0.5000822862934717
casi,almost,0.5232605673197833
casi,nearly,0.5243185558237199
construcción,building,0.3680708107722943
construcción,construction,0.6168592975112203
local,local,0.5530655273643091
francés,frenchman,0.3680156959706215
francés,french,0.5989592710229799
cultura,culture,0.611209957161367
cultura,cultural,0.4710382288536208
santiago,james,0.03439953955280237
santiago,santiago,0.47594476108086475
cerca,close,0.2958911626509444
cerca,near,0.5320285519714435
cerca,nearby,0.38113962879095664
estudio,study,0.3582880255535786
estudio,studio,0.30013511256634695
principales,main,0.4445232283045627
usuario,user,0.3959065784027746
com,com,0.5431658412618183
finalmente,finally,0.5219186622201748
cinco,cinco,0.055268765043882014
cinco,five,0.6311131965768333
anterior,anterior,0.1657152662150928
anterior,earlier,0.28995546982012904
anterior,previous,0.41046051824758734
cargo,cargo,-0.012808562547601581
cargo,charge,0.3180183239214267
batalla,battle,0.6903705562710478
derecho,right,0.37185229851662926
derecho,law,0.386405114983538
imagen,image,0.5801982886093967
gracias,thanks,0.40979177635630193
gracias,thank,0.29637449805064475
kitt,kitt,0.3244359612032616
puerto,puerto,0.3149192309932247
puerto,port,0.4900330705688134
puerto,harbour,0.378197094819992
torneo,tournament,0.5175549226048688
mucho,much,0.47266370315001577
social,social,0.5301661972311439
millones,million,0.6706259686010901
millones,millions,0.5163861891789916
comunidad,community,0.5521243977742838
fin,end,0.3110438625029571
fin,fin,0.0036789917652456858
acuerdo,agreement,0.4415613485523231
acuerdo,arrangement,0.1425741290333989
lado,side,0.4909038191616029
colombia,columbia,0.06891024186059752
colombia,colombian,0.45646002348616765
colombia,colombia,0.5795129519817355
servicio,service,0.6098102670888708
rock,rock,0.5767194811806059
político,politician,0.4412286391460677
político,political,0.4671055494548207
películas,films,0.6011497654015121
películas,movies,0.5516171956961993
ver,see,0.3460217741601883
ver,view,0.19735130168125437
fuera,outside,0.39571636859347425
fuera,out,0.1773516365388277
pesar,regret,0.15936866383771237
mediante,through,0.39215414606796867
popular,popular,0.5255664361309297
muchas,many,0.4791896996912204
hoy,today,0.5631028190736391
tal,tal,-0.011238619323588807
tal,such,0.15096628460502062
alto,alto,0.26983348559539966
alto,high,0.4042402898216034
alto,halt,0.07461303043225562
alto,tall,0.2216978253553955
cuerpo,body,0.4730357413698897
sino,sino,-0.025738384886022873
sino,but,0.18809279086477904
siguientes,following,0.335009308661481
disco,album,0.44980072394640447
disco,disco,0.22903750878291884
disco,disc,0.4060724225973417
disco,disk,0.27112460923506315
finales,endings,-0.09451746600938618
finales,finals,0.07314189578470105
finales,final,0.17105629349577153
sociedad,society,0.5520576124964497
sociedad,partnership,0.05483695348874923
sociedad,sociedad,0.29639723134174023
tema,topic,0.22247186929296187
tema,theme,0.3541868347540875
tema,subject,0.24238388159358543
dirección,direction,0.6070520758574052
dirección,directorate,0.294826679073571
dirección,management,0.15456791599397054
dirección,address,0.0903526411106991
hombres,men,0.5189536940263426
hombres,mens,0.17127158234694304
última,last,0.42774321923410874
última,latest,0.29857104926650946
original,original,0.5782392843477622
estadio,arena,0.3808172789409494
estadio,estadio,0.4215369325204049
estadio,stadium,0.6000448380235583
ambos,both,0.44213328655058626
miguel,mike,0.12992647733868185
miguel,miguel,0.395832090608018
miguel,michael,0.20455523526067104
ley,ley,0.2321574719454373
ley,law,0.42907510048492215
ley,act,0.4117120845917947
oeste,west,0.447336363192547
oeste,western,0.3575570799050075
mujeres,womens,0.36047830091055877
mujeres,mujeres,0.17660319497718702
mujeres,women,0.5385548751089618
obs,obs,0.19233993445153313
incluso,even,0.367438327496178
cambio,change,0.45899647163381874
cambio,exchange,0.32657677807143715
style,style,0.32655536439828214
jugador,player,0.5896877262907356
jugador,gambler,0.12027412981937935
jugador,gamer,0.1947277735769442
instituto,institute,0.5605971143996915
público,audience,0.3734132547202682
público,audiences,0.3150969737499252
público,public,0.43079340242624936
miembro,member,0.6813452802503329
miembro,limb,0.011941493537619979
pues,well,0.13831711535767938
superior,superior,0.3886878150087113
superior,higher,0.4313293924117404
media,media,0.11012967133680054
media,average,0.2844711422105919
california,california,0.6326281936546108
parque,park,0.5526682094448656
tan,tan,0.04254820273887166
llegó,arrived,0.2869452196438492
archivo,archive,0.10719559538248156
archivo,file,0.6835474296527737
archivo,archives,0.2906613801000576
radio,radio,0.6165435610952186
ahora,now,0.5643957999956462
parís,paris,0.5862919696189505
world,world,0.3686433645096827
cruz,cruz,0.36496640753999243
cruz,tails,-0.047263438192953935
cruz,cross,0.2977466457606572
cest,cest,0.0015272140110654774
cabo,corporal,-0.01157702895918878
cabo,cape,0.3153196494819376
cabo,cabo,0.17280412891772526
brasil,brazil,0.6528779368235587
brasil,brasil,0.47271608185478853
unido,united,0.2814500994208389
red,network,0.43224890737234595
red,grid,0.19499842007661053
red,net,0.12041774594420367
red,red,0.35210217557625567
aquí,here,0.39933250408236043
canal,canal,0.3994144904502215
canal,channel,0.6229874595063821
movimiento,motion,0.2992137748927093
movimiento,move,0.16208842012614974
movimiento,movement,0.6209697409921969
revista,magazine,0.5469586010316128
revista,journal,0.4486664870628536
éxito,successful,0.46517964278691054
éxito,success,0.5625460950238619
relación,relation,0.3585836498873808
relación,relationship,0.5940511338858324
elecciones,election,0.557082913722412
elecciones,elections,0.584303323336073
plaza,plaza,0.4156547685867841
plaza,square,0.26670754648487693
grande,large,0.35036693896860605
grande,big,0.3105283578155661
grande,grande,0.3265377262074416
distribución,distribution,0.6510077074718894
distribución,distributive,0.20055155795312601
compañía,company,0.5997245289117764
islas,islands,0.7086241627242027
proceso,process,0.6119916528372106
alrededor,around,0.517760254510056
musical,musical,0.47337377618495746
primero,first,0.407908827186822
territorio,territory,0.583183832753837
dice,says,0.4935086244265513
hombre,man,0.5293847664023249
león,lion,0.2898807938978734
león,león,0.39106048679745886
león,leon,0.2782802161614737
león,leo,0.1709654844214469
algo,something,0.35160905458464187
voz,voice,0.5413010711922673
década,decade,0.45486660845732285
madre,mother,0.5990382886365242
iii,iii,0.6410517146900689
organización,organization,0.5806013107795076
organización,organisation,0.4922915760344437
organización,organizing,0.3616870370351585
monte,mount,0.458575998718567
monte,monte,0.40029957792843657
aún,still,0.4876838892248386
aún,yet,0.3509061427982539
decir,say,0.35293506138124203
decir,tell,0.15793927781743622
goles,goals,0.3937462248294566
victoria,victoria,0.2955785463125022
sede,headquarters,0.4024233650189728
sede,headquarter,0.3426107535233801
importantes,important,0.541949149242604
resultado,outcome,0.40237093620221265
resultado,result,0.44418870814371925
china,china,0.6370038066991695
xix,xix,0.23221792834721605
xix,nineteenth,0.47489111211994034
calle,calle,0.35715827020968793
calle,street,0.5270881106037837
papel,paper,0.22821559766607713
van,van,0.6068088967904082
medios,media,0.3166114841997264
medios,means,-0.0013989472564462854
francesa,french,0.4954015228504884
dio,dio,0.016436163157179273
dio,gave,0.5370011827120723
aparece,appears,0.5123903006285389
empresa,company,0.5384595730709362
empresa,business,0.3661510516663274
empresa,enterprise,0.22326887116671876
fernando,fernand,0.10307889968805706
fernando,ferdinand,0.2510919557463671
fernando,fernando,0.4270466570489696
don,don,0.37287404139708713
propio,own,0.396426126759192
mapa,map,0.5871931959511372
mapa,maps,0.4212894302958724
civil,civil,0.503184359032156
civil,civilians,0.22274735520086614
civil,civilian,0.3532294650488683
venezuela,venezuela,0.5612671300033081
educación,educational,0.3756168940962816
educación,education,0.5723852878183175
término,term,0.4845600180764558
llamada,call,0.18391189621701787
llamada,called,0.456407314769407
ciudades,towns,0.45265786608117875
ciudades,cities,0.6024406440624079
alta,high,0.4347940192076074
alta,alta,0.11721665779789772
igual,equal,0.26189768283507203
igual,same,0.310066676965483
usa,usa,0.3139708424985491
allí,there,0.14264449685856767
londres,london,0.5859961092937558
tercera,third,0.4925021913583283
edificio,building,0.5373390076304945
fallecimiento,death,0.35229298567725087
fallecimiento,demise,0.20074675644166168
fuerzas,forces,0.6219312075641359
posible,possible,0.48381128007970176
antiguo,antique,0.21544327908395472
antiguo,ancient,0.38243932743316034
antiguo,old,0.39583708436391496
antiguo,former,0.3507110337158452
natural,natural,0.615426758573825
álbumes,albums,0.5190304788648186
paso,step,0.3115151291246434
paso,paso,0.18916655868723603
paso,pass,0.3212094836278194
mujer,wife,0.313854142350672
mujer,woman,0.5718103897561719
mujer,female,0.27467824823791354
mujer,women,0.3601629723532907
fuerza,strength,0.4451103336554101
fuerza,force,0.5660867928540568
altura,height,0.500609638827654
hijos,sons,0.5789227413155951
etc,etc,0.5995631229505067
garcía,garcia,0.36932524617514717
garcía,garcía,0.3853424172742397
servicios,services,0.584197911405477
villa,villa,0.3440654789982325
villa,village,0.2784118226228609
conocida,known,0.5678483738237727
campeón,champ,0.2985528532132223
campeón,champion,0.5086039755514009
autor,author,0.4960746335893787
modo,mode,0.3580097591077208
personajes,characters,0.5276546600552461
conjunto,set,0.21549013214371737
conjunto,ensemble,0.19906613022172742
eso,that,0.2502653263421065
alemán,german,0.6237364297741264
meses,months,0.6232859674438427
único,unique,0.2943165800382198
actor,actor,0.6439594016593244
parece,seems,0.42232629399096944
parece,looks,0.309902591422204
antigua,antique,0.22623044149345978
antigua,ancient,0.3981583395106305
antigua,old,0.2669543902320226
antigua,antigua,0.07564304458121562
especial,specials,0.26195925021438404
especial,special,0.5361719525345618
interior,inner,0.31845919020025804
interior,interior,0.5283843465187471
plata,silver,0.5479369805941052
