tgt_word,src_word,Score
uno,eins,0.4137816154744987
uno,einer,0.3197292581728138
lugar,ort,0.4834072331215973
primer,erste,0.7005336656662919
primer,erstes,0.5806210027336458
primer,erster,0.5639790227758564
así,so,0.5661552221952746
población,bevölkerung,0.5782259709723985
muy,sehr,0.7736668263774574
había,hatte,0.6704447282189161
mismo,gleiche,0.5167249057727852
mismo,gleichen,0.5918890959107861
nueva,neue,0.5176181392984338
nueva,neu,0.44291238872388117
fueron,wurden,0.6691776530053476
historia,geschichte,0.7242843842261557
club,club,0.6696653397301684
eran,waren,0.5547595732208837
universidad,universität,0.7346109360681883
universidad,hochschule,0.5749680053272691
forma,form,0.5618430083872086
tres,drei,0.7473680616246356
grupo,gruppe,0.7763478002001082
general,allgemeine,0.35632848221039537
general,allgemein,0.39480655858108316
general,allgemeinen,0.3898059034124407
guerra,krieg,0.7569210987296
aunque,obgleich,0.6284629295833354
aunque,obwohl,0.7058519322732001
familia,familie,0.7534080679442701
además,ausserdem,0.542005210665764
además,außerdem,0.7474474630230625
además,zusätzlich,0.6725043743308077
todo,alles,0.6335617968187892
sur,süd,0.5048918231908616
sur,süden,0.6496496676768404
mayor,größer,0.46843941885548096
mayor,älter,0.23168017637257765
mayor,höher,0.39587950978596986
según,laut,0.4940761052754356
tiempo,zeit,0.5764455859453693
provincia,bundesland,0.31543123716445576
provincia,provinz,0.7912314876615
partido,partei,0.6756135774986358
contra,gegen,0.7660111981553319
encuentra,findet,0.3764895416386018
todos,alle,0.6570656132166961
juan,johannes,0.4183465186358703
juan,juan,0.6137743887591575
josé,josef,0.3262230846939971
josé,josé,0.6161589951157901
bajo,niedriges,0.1913917530234578
bajo,niedrige,0.23615771398380953
bajo,niedrig,0.26746190870772224
bajo,unter,0.5426448399964743
serie,reihe,0.48786155692991234
serie,serie,0.7426895629299797
cada,jedes,0.6233219383362913
cada,jede,0.5644445150632785
fútbol,fußball,0.7577197346770073
fútbol,fussball,0.6062761368029858
equipo,mannschaft,0.6508442998916861
equipo,team,0.5380500969355205
norte,norden,0.6778451396810338
méxico,mexiko,0.7415670207010988
han,haben,0.4697662433508005
argentina,argentinien,0.7156519683874014
inglés,englisch,0.6241564819264012
inglés,engländer,0.3126055553396424
nuevo,neuer,0.5005543485991029
nuevo,neue,0.5598449975671294
nuevo,neu,0.48042467991806626
nuevo,neuen,0.6239183521789583
nuevo,neues,0.523276546808027
véase,siehe,0.42674429263044705
septiembre,september,0.7844304426953164
octubre,oktober,0.7836412074687726
segunda,zweites,0.40840693478762075
segunda,zweite,0.6119844031784507
discusión,erörterung,0.37408392162059934
discusión,diskussion,0.6206791051821462
discusión,debatte,0.33327865860815864
gobierno,regierung,0.7603884462420148
condado,grafschaft,0.36900358197355887
final,finale,0.592749997422284
final,endgültig,0.31981773113856393
final,ende,0.5398947492716729
vida,leben,0.6244430802412794
personas,menschen,0.651075973469322
personas,personen,0.5350311038642145
español,spanisch,0.5914473976506909
centro,zentrum,0.6289148078760982
centro,mitte,0.3042517899096602
julio,juli,0.7188758147972796
lincoln,lincoln,0.42578170817858185
país,land,0.4953405578991677
mientras,während,0.5179838615020812
internacional,international,0.658294653662152
internacional,internationalen,0.7207354865423335
internacional,internationaler,0.6717488093356356
internacional,internationale,0.6951131618901748
santa,santa,0.702634360007178
antes,früher,0.38303519010391723
antes,vorher,0.6076179148944956
oficial,offizielle,0.701272457741045
oficial,offiziell,0.5493309090319946
oficial,offizier,0.280134704827777
quien,wer,0.3899578020331571
mundo,welt,0.7147215373152164
embargo,embargo,0.28625571996560917
tanto,soviel,0.411080284733486
tanto,sowohl,0.6537780872925532
mayo,mai,0.6739481169457341
mayo,mayo,0.1846972389337518
algunos,einige,0.6325694854255155
algunos,manche,0.5368215616126765
algunos,einigen,0.5145753300652608
temporada,jahreszeit,0.37054820512951
temporada,saison,0.6598046249627055
mejor,besten,0.6497771495451514
mejor,besser,0.5460715259781055
mejor,bestes,0.5850027543117589
mejor,beste,0.7385556772601396
luego,dann,0.6717127892013148
marzo,märz,0.7782363859886298
día,tag,0.6853969374510226
madrid,madrid,0.7128390715738014
enero,januar,0.7698268564750261
número,nummer,0.4895044764413153
número,anzahl,0.5783000200831065
número,zahl,0.6065559177759541
agosto,august,0.745162218114863
diciembre,dezember,0.7713386737496136
artículo,artikel,0.6671341256391738
noviembre,november,0.792244118236757
estos,diese,0.5719090539944374
abril,april,0.7831355026513542
total,gesamt,0.40245059726445154
total,insgesamt,0.45228679979030906
región,region,0.702920188686925
sistema,system,0.6924157716434942
habitantes,einwohner,0.6523648657562705
habitantes,bewohner,0.5106183980901009
maría,maria,0.6321916591849607
real,real,0.5209605208621128
página,seite,0.4600941596246255
esto,dies,0.6638978689868746
música,musik,0.82002952983927
presidente,präsidenten,0.7644007815344933
presidente,präsident,0.7957260545189822
presidente,vorsitzender,0.5918197150352418
sólo,nur,0.7556721675476328
álbum,album,0.8143806960381197
cuenta,rechnung,0.3551340018689763
cuenta,konto,0.366936465356403
cuenta,zählt,0.29850216849966177
junio,juni,0.7806792949571713
febrero,februar,0.7761668273915645
ella,sie,0.6476702812435295
pueden,können,0.6858809530395796
varios,verschiedene,0.5073652258275407
varios,mehrere,0.6291478653551419
varios,verschiedenes,0.37359027932123146
francia,frankreich,0.8267635436255774
solo,allein,0.5223523027015277
solo,nur,0.6898116685060945
solo,alleine,0.5445247811341926
chile,chile,0.6786571576764915
tipo,typ,0.489447119915605
iglesia,gotteshaus,0.6504555315659422
iglesia,kirche,0.8283733564616849
película,film,0.8124441150095902
película,kinobesucher,0.5535307490855644
entonces,dann,0.5922964618017168
banda,band,0.5290899116643499
cuatro,vier,0.7497357776778819
zona,gebiet,0.4531519194226376
zona,zone,0.5038351219185447
televisión,glotze,0.38538473949805047
televisión,fernsehen,0.7272600964656827
carlos,carlos,0.5471699761541615
rey,königs,0.6674216374466989
rey,könig,0.7547584209670237
premio,auszeichnung,0.6487314736565098
hace,macht,0.4145625533320946
hace,tut,0.4297709553004814
km²,km²,0.600830273507029
edición,bearbeitung,0.36366886379980007
edición,editieren,0.3411917845241935
edición,bearbeiten,0.28859803135979495
edición,auflage,0.5044392942091018
edición,ausgabe,0.5584114637747511
tenía,hatte,0.5738934529517141
premios,auszeichnungen,0.6731598459520397
sitio,aufstellungsort,0.28310340811122753
futbolistas,fußballer,0.5007852422328911
bien,gut,0.48691364041889207
segundo,sekunde,0.349337243670468
segundo,zweites,0.5539522942304866
segundo,zweitens,0.40188519843664156
segundo,zweite,0.6325026696750974
segundo,zweiter,0.513670064254625
mar,meer,0.6661730178257976
poco,wenig,0.650564972669907
orden,ordnung,0.49289369681398815
orden,befehl,0.33091348334230397
orden,auftrag,0.2186557729539819
orden,reihenfolge,0.27438618701847994
estadounidense,amerikaner,0.5150545853808511
estadounidense,amerikanisch,0.6381824684559008
agua,wasser,0.7500138033585773
tierra,erde,0.5478326679457195
tierra,land,0.456356688406897
título,titel,0.6756450671204182
título,überschrift,0.40054555663718217
earth,earth,0.4334485810137365
división,division,0.6049580038615064
división,abteilung,0.37945877748860624
división,teilung,0.3543310670165155
canción,lied,0.7963956178884062
fecha,datum,0.5443339868518818
república,republik,0.7125126541088294
trabajo,arbeiten,0.6101981487798238
trabajo,arbeit,0.7435555326940808
luis,luis,0.5812907687074573
caso,fall,0.6545277803377445
dentro,innen,0.30920979929716996
dentro,drinnen,0.30149696334207154
dentro,innerhalb,0.6036119245771642
obras,werke,0.6364586645400021
color,farbe,0.6881680155026534
distrito,landkreis,0.3972784680343542
distrito,bezirk,0.5524074487387258
distrito,distrikt,0.550934695848341
superficie,fläche,0.5932260783710483
superficie,oberfläche,0.49221799275025313
superficie,wohnfläche,0.3326985811775019
copa,drink,0.23022719870272226
muchos,viele,0.6643115066377088
muchos,vielen,0.5333902604178653
near,near,0.30782368656154885
línea,zeile,0.2894169966834831
línea,linie,0.6032450000503657
francisco,franz,0.26106376683168614
francisco,francisco,0.6957201838992806
francisco,franziskus,0.3356023551331603
les,les,0.5208213225577831
siguiente,weiter,0.33042816272548403
siguiente,nächstes,0.4653042718533166
siguiente,nächster,0.4080166335280419
siguiente,nächste,0.4306920483844024
área,bereich,0.3919052514334055
grandes,großen,0.5772599441661707
grandes,große,0.5550225418157828
censo,volkszählung,0.6565553530072605
censo,zählung,0.33891955825004255
liga,bund,0.3396390042442196
liga,liga,0.7055995874096933
estas,diese,0.5794350555261647
muerte,tod,0.711457358789978
medio,medium,0.3586859336401992
medio,halb,0.37219706276206965
política,politik,0.6886088016586428
política,politisches,0.5312968633685741
menos,weniger,0.6973571811611007
menos,abzüglich,0.31732050565270853
largo,lange,0.5453722662144871
largo,langes,0.40598193659646065
buenos,guten,0.18169232880943206
buenos,gute,0.21739339601031765
hijo,sohn,0.8164312258993222
hecho,erledigt,0.23638210210457214
hecho,geschehen,0.46347586510687466
hecho,gemacht,0.5198555980319813
hecho,tatsache,0.5487416294110872
hecho,getan,0.5315735030262259
algunas,einige,0.6588750828737302
carrera,karriere,0.6518852113817815
carrera,rennen,0.4281083919389559
poder,macht,0.5531050360720486
pueblo,dorf,0.521758375796653
departamento,hauptabteilung,0.3498542326867502
departamento,abteilung,0.300342007594939
hizo,machte,0.5845094277074894
central,zentrale,0.5196038927381857
central,zentral,0.5552573608321343
york,york,0.826360884352148
ejemplo,beispiel,0.6784152200796751
género,genre,0.514268885196463
género,gattung,0.5890585152425454
padre,vater,0.7976889102802501
isbn,isbn,0.7666915564226933
campo,feld,0.5411016972443464
isla,insel,0.8433375972700117
hacer,machen,0.6121739147760874
hacer,tun,0.5192829934183796
ante,ante,0.18766969053692037
conocido,bekannter,0.4543392398151866
conocido,bekannte,0.459184808777657
conocido,bekannt,0.5638513189721337
http,http,0.6449921819784257
países,länder,0.57093581872316
países,ländern,0.651324840008192
frente,stirn,0.27540474775448476
frente,frontseite,0.2767178119537978
frente,front,0.36374309279652883
antonio,antonio,0.629490846795284
época,epoche,0.6194133804417303
director,direktor,0.6356784173448944
director,regisseur,0.6085765071276961
días,tage,0.7407853329225731
días,tagen,0.7259216863608922
española,spanische,0.6322263500052594
versión,version,0.7851539873328762
varias,mehrere,0.6885452383566077
actual,aktuell,0.42883237825837195
actual,aktueller,0.43786064391057683
actual,aktuelle,0.4381330746623694
momento,moment,0.5954413466145804
momento,augenblick,0.5824374869917958
lista,liste,0.6273769432546805
lista,bereit,0.2019306185264375
jpg,jpg,0.7784606301978667
densidad,dichte,0.4128057718164335
campeonato,meisterschaft,0.6474747646957014
tarde,nachmittag,0.3927417593011177
tarde,spät,0.3212082779873191
tienen,haben,0.54394499052986
ejército,heer,0.6802460362696733
ejército,armee,0.7476741960881939
porque,weil,0.6759789992390377
porque,denn,0.6785776721729571
estación,jahreszeit,0.2748364296489305
observatorio,informationsstelle,0.17860092115173765
observatorio,sternwarte,0.5864849405917827
observatorio,beobachtungsstelle,0.39382417610010384
observatorio,observatorium,0.6025573994293507
aires,aires,0.6680941668586351
actualmente,derzeit,0.6625463903412646
actualmente,zurzeit,0.6803930953440946
desarrollo,entwicklung,0.7668022188186768
escuela,schule,0.7322374349621288
programa,programm,0.6996429685700654
información,information,0.6812280461028308
importante,wichtig,0.6507933892073655
importante,wichtige,0.6549377404515805
último,letzte,0.5803818981010463
último,zuletzt,0.27045617948718653
último,letztes,0.5311940373924026
último,letzter,0.4764101476779761
canciones,liede,0.46955055393125533
canciones,lieder,0.7708341521450479
canciones,gesänge,0.5151508757667689
canciones,songs,0.8198292115478552
uso,verwendung,0.7028202958473477
uso,nutzung,0.5739948875175938
uso,gebrauch,0.6843042495981572
juegos,spiele,0.6643547245583201
localidad,lokalität,0.2711458280662845
localidad,ortschaft,0.561283501135903
base,grundlage,0.4415614889299635
base,basis,0.6440796905890891
punto,punkt,0.5604220060229319
posición,position,0.6913686400860699
posición,stellung,0.570492144112192
alemania,deutschland,0.6683102998094516
ubicación,standort,0.4143683663279803
ubicación,ort,0.41330705257134187
ubicación,lage,0.35332844058318225
partidos,parteien,0.5128900626513997
grupos,gruppen,0.7580936363514885
john,john,0.6683564183117614
miembros,mitglieder,0.7855035321391809
pedro,petrus,0.44576970816144157
pedro,pedro,0.5945054631309268
capital,hauptstadt,0.6305103406969428
capital,kapital,0.30293761600284413
primeros,erste,0.46871198657810603
primeros,ersten,0.539422279234664
teatro,theater,0.7856347356704712
cualquier,jede,0.47322691640211606
laboratorio,laboratorium,0.6378033680448625
laboratorio,labor,0.5853492720650176
libro,buch,0.7843623892182178
estudios,studien,0.6182514621061812
estudios,studium,0.5104250239907833
diferentes,verschieden,0.6661890943226715
diferentes,verschiedenen,0.736499564422133
diferentes,unterschiedliche,0.7144553671927247
diferentes,verschiedene,0.7052492235081707
barcelona,barcelona,0.7426194281426078
nivel,ebene,0.43967939040390447
nivel,stufe,0.4200695424746268
nivel,niveau,0.5652563053334824
llamado,genannt,0.5273826829158038
mayoría,mehrheit,0.597399013267182
unión,union,0.50263917245967
edad,alter,0.6163738726776951
artículos,artikel,0.5258372920650796
juego,spiel,0.7691279465822486
arte,kunst,0.7124640224643257
especies,arten,0.683807615890851
especies,spezies,0.5690877846451309
estilo,stil,0.755621071714734
cine,kino,0.705352916999917
cine,kinofilme,0.6427172439231428
proyecto,projekt,0.7338548528432686
center,center,0.5979840886571711
selección,auswahl,0.6184994260685408
equipos,mannschaften,0.6504718452032732
origen,ursprung,0.5445496636076216
origen,herkunft,0.6365352325077032
código,kode,0.3517133946241947
código,code,0.5426695970075738
museo,museum,0.7727404469922599
puntos,punkte,0.6980630391260366
perú,peru,0.6393104303243349
militar,militärische,0.6578255856569057
militar,militärisch,0.5793779347970001
militar,militärischen,0.6740382609421961
américa,amerika,0.6757193566859963
ubicado,untergebracht,0.36539006913641936
producción,produktion,0.8164272673255213
producción,erzeugung,0.4946148487511578
italia,italien,0.8253357446219927
manuel,manuel,0.6218000197388704
tener,haben,0.5226622039866071
wikipedia,wikipedia,0.7040549227629405
plantas,pflanzen,0.6410350334563213
comenzó,begann,0.7417664257483224
debe,muss,0.6691011183779797
siempre,stets,0.64297676748902
siempre,immer,0.6066890936760476
metros,metern,0.6760996743601828
metros,meter,0.7376629749090933
oro,gold,0.7437555590317447
casi,beinahe,0.706898926597173
casi,fast,0.7547873383817276
construcción,konstruktion,0.586361400709964
construcción,bauwesen,0.39829896610487403
construcción,bau,0.7235037063469325
local,lokale,0.5700475156087537
local,lokalen,0.5858887480536027
local,lokal,0.486069868697229
francés,französisch,0.684761872057525
francés,franzosen,0.5383420563610155
francés,franzose,0.5848090382435596
francés,französische,0.7219513700273525
santiago,santiago,0.6271900107469068
cerca,vorbei,0.47059993614686985
cerca,nahe,0.6505632508236807
estudio,studie,0.4456634623346458
principales,wichtigsten,0.6491456335364961
usuario,nutzer,0.5954930813330772
usuario,benutzer,0.6352601488811224
com,kom,0.07682949658671544
com,com,0.694834381078094
cinco,fünf,0.7373969033278203
anterior,vorherige,0.49387494283053784
anterior,vorhergehende,0.5680935083542281
anterior,früheren,0.35494363525846595
batalla,kampf,0.5219848475123359
batalla,schlacht,0.8163496451057248
derecho,recht,0.5608192689942785
imagen,bild,0.6827698028750036
imagen,abbild,0.5731654917056188
gracias,danke,0.5769713810856711
gracias,dank,0.6748270391795612
kitt,kitt,0.09615016995154368
torneo,turnier,0.707396011639247
mucho,viel,0.6318093069176498
social,soziales,0.5480306147441854
social,sozialen,0.6444170084945906
social,soziale,0.6886594803712419
millones,millionen,0.8175579865758482
comunidad,gemeinschaft,0.561922437441881
fin,ende,0.42569446500520397
acuerdo,vereinbarung,0.5855790055347235
acuerdo,abkommen,0.425220539841081
acuerdo,einigung,0.474086955474579
colombia,kolumbien,0.6817574808369121
servicio,dienst,0.6134195814740123
servicio,service,0.5230543481700518
rock,rockmusik,0.6624695013808961
rock,rock,0.7381439773333264
político,politisch,0.5270323784787374
político,politiker,0.6236324525559853
películas,filmen,0.8064213251879475
películas,filme,0.824079577884584
ver,sehen,0.5927689902735889
ver,ansehen,0.494285394739334
ver,siehe,0.2734107411231971
fuera,außerhalb,0.5757498086169549
pesar,bedauern,0.45824465688335125
popular,populär,0.5255354255762785
popular,beliebte,0.4786370673762556
popular,beliebt,0.43456495674711704
muchas,viele,0.6293393442312022
muchas,vielen,0.6125884111408573
hoy,heutige,0.46713365632157855
hoy,heute,0.6470109982157279
alto,hohen,0.5158656009532889
alto,hoch,0.5338701287178262
cuerpo,körper,0.5992525886629094
sino,sondern,0.698498616456179
disco,scheibe,0.42117607847471333
sociedad,gesellschaft,0.6258946517500752
tema,thema,0.616127434510678
dirección,anschrift,0.31520042520718894
dirección,richtung,0.4306154201331691
dirección,adresse,0.3504497613438682
dirección,direktion,0.46347240989374916
hombres,männer,0.6754535824047916
última,letzte,0.5901066389331465
última,letztes,0.48566441936274307
última,zuletzt,0.32499591575069264
original,ursprüngliche,0.6418049990414995
original,ursprünglichen,0.6231247397016388
original,ursprünglicher,0.554633336390671
original,original,0.6767398367156482
original,originell,0.3896399433449711
new,new,0.7152602482138524
estadio,stadion,0.763816264675984
ambos,beide,0.6474555162603101
ambos,beides,0.4799643081665883
miguel,miguel,0.5310184295274718
ley,gesetz,0.692452304840537
oeste,westen,0.6688100518017794
mujeres,frauen,0.7555293549907236
mujeres,weiblich,0.4353965589455421
incluso,selbst,0.4767565877976923
incluso,sogar,0.679321407611562
cambio,änderung,0.5108705188954082
cambio,veränderung,0.5674164296296702
style,style,0.6663731254883654
jugador,spieler,0.7414127043356383
instituto,institut,0.6273935411039504
público,publikum,0.6233028158540108
público,öffentlich,0.5191817137698875
miembro,mitglied,0.7180348365599292
superior,superior,0.4535771921153975
superior,obere,0.5444797333773304
media,durchschnitt,0.4623935972539407
media,mittelwert,0.4372237687912556
media,media,0.4091736412087784
california,kalifornien,0.7738076168539478
parque,park,0.694340149920176
tan,tan,0.2451258224719427
tan,so,0.55328405562729
llegó,kam,0.5393328774349095
archivo,datei,0.6663758162257962
archivo,archiv,0.31121717749748146
radio,radius,0.3024525746643685
radio,rundfunk,0.5360416387204759
radio,radio,0.6793368478927918
ahora,nun,0.5773312232083732
ahora,jetzt,0.6335815738205655
parís,paris,0.8413570988639724
parís,pariser,0.6718903533629343
sería,wäre,0.5644666149728508
sería,würde,0.4647636515945285
world,world,0.6378498980906573
cruz,kreuz,0.526222170170294
cest,cest,0.4984348940797506
brasil,brasilien,0.8369712180981004
red,netzwerk,0.5361615089705152
red,netz,0.539957599969999
aquí,hier,0.5532004304169921
canal,kanal,0.7001241475651481
movimiento,bewegung,0.7706538224966923
revista,magazin,0.5768941964673516
revista,zeitschrift,0.6818088048618801
éxito,erfolg,0.757158932668112
éxito,erfolgreich,0.6241273160732235
relación,verwandtschaft,0.4695918665155307
relación,beziehung,0.7820064021573805
relación,verhältnis,0.6380650196515927
relación,relation,0.3614385407827706
elecciones,wahl,0.6106842890855609
elecciones,wahlen,0.7800509014675687
plaza,plaza,0.5921984072399284
grande,gross,0.3569351436177241
grande,groß,0.493522968770557
distribución,distribution,0.5501588143292754
distribución,vertrieb,0.4466393017449212
distribución,verteilung,0.5612044330977076
compañía,firma,0.5581281229480284
compañía,gesellschaft,0.3660378286874054
proceso,prozeß,0.5318110807522536
proceso,prozess,0.7002435398662905
alrededor,ungefähr,0.5304580840777489
alrededor,herum,0.4984551771317504
musical,musikalisch,0.6335214299397259
musical,musical,0.6354764293541189
primero,zuerst,0.6497367828068052
territorio,hoheitsgebiet,0.5586509166593454
territorio,territorium,0.6592017397187686
dice,sagt,0.7047286014831768
hombre,mann,0.5409512415681706
león,löwen,0.3605364164257132
león,löwe,0.39582541810338223
león,león,0.5346975493407494
algo,irgendwas,0.5664689040316915
algo,irgendetwas,0.5665946876392525
algo,etwas,0.6405752062724298
voz,stimme,0.5964424337607037
década,jahrzehnt,0.6161619021685167
década,dekade,0.4246747226960166
madre,mutter,0.7953248686142046
iii,iii,0.7160154981752165
organización,organisation,0.7831805769400075
monte,monte,0.5007879659612167
aún,noch,0.6298807699392535
decir,sagen,0.466001787668335
goles,tore,0.5573701467606336
victoria,victoria,0.4833728656704074
victoria,sieg,0.654186607201935
importantes,wichtige,0.6299483847747088
resultado,resultat,0.6152514055318938
resultado,ergebnis,0.5947858374272078
china,china,0.8659541855038771
china,chinesische,0.7157709997913997
xix,xix,0.3620960711918657
calle,strasse,0.48680785533728826
calle,straße,0.5976082701746201
papel,rolle,0.7369820878206679
papel,papier,0.4204485374744207
medios,mittel,0.24974834049029446
francesa,französin,0.4901562744483697
dio,gab,0.435399143547062
aparece,erscheint,0.5786734591386187
empresa,firma,0.6914539706126683
empresa,unternehmen,0.6952780608687439
fernando,fernando,0.6060502207405696
don,don,0.6240580627875049
propio,eigenen,0.5640387936012172
propio,eigenes,0.520160004464657
mapa,karte,0.6033571652045177
civil,zivilist,0.4858817924397609
civil,zivile,0.5303369324410597
civil,zivil,0.5313878353678312
civil,zivilen,0.545558215198545
venezuela,venezuela,0.7055584677749958
educación,ausbildung,0.48257977287509324
educación,bildung,0.5180676042383328
educación,erziehung,0.7066068591754231
término,begriff,0.5987968526077483
llamada,aufgerufen,0.16664409785297557
llamada,anruf,0.243122013746132
ciudades,städte,0.7486897169263576
alta,hohe,0.5054357440675039
alta,hoch,0.45893594710994223
igual,gleich,0.5078507783588005
igual,selbe,0.4494315847333592
usa,nutze,0.29362343660347145
usa,verwende,0.4458656806294613
allí,dort,0.7160452027763353
londres,london,0.8441255869760356
tercera,drittes,0.41065117499329673
tercera,dritter,0.480107962242318
tercera,dritte,0.6323689219342026
edificio,gebäude,0.7692759716762141
fallecimiento,todesfall,0.28644358670224923
fuerzas,kräfte,0.636507753554646
posible,möglicher,0.5627195710445093
posible,mögliche,0.5936714513780255
posible,möglich,0.7048952010740721
antiguo,altes,0.4317603727363888
antiguo,antik,0.3449161714742139
natural,natürlichen,0.5592715237227259
natural,natürliche,0.5456940621572096
álbumes,alben,0.7505961189909403
paso,schritt,0.46212442634577117
mujer,frau,0.7790993503576944
fuerza,kraft,0.560083795337642
fuerza,stärke,0.5185504550207101
altura,körpergröße,0.42373295002337424
altura,höhe,0.5789605571309515
hijos,söhne,0.7174368547655328
garcía,garcia,0.5136822488491293
for,for,0.6108411920886978
servicios,dienstleistungen,0.6983897754924
villa,villa,0.49599414954371546
conocida,bekannt,0.5468572382827225
campeón,champion,0.5279771285865089
autor,autor,0.6583543508867161
autor,verfasser,0.6059932240408739
modo,modus,0.48326640236999957
personajes,charaktere,0.7684631182580801
personajes,figuren,0.6775456358875411
alemán,deutscher,0.5705228016694671
alemán,deutsch,0.4183737554564524
meses,monate,0.7998108862660742
meses,monaten,0.7223841789090537
único,einzige,0.6764041323253274
único,ledig,0.19827984850500033
único,einzigartig,0.5154240083713278
actor,schauspieler,0.7882529434152279
parece,scheint,0.6114564168494676
antigua,antigua,0.2641450587163213
especial,besondere,0.6045536603681276
especial,spezial,0.4924387554352192
especial,speziell,0.5415728447904058
interior,innenraum,0.5111440430451293
interior,innere,0.5616396725977965
interior,inneren,0.6259997949414964
plata,silber,0.6654978618003028
lemmon,lemmon,0.39728018268584064
japón,japan,0.8410867050830444
control,steuerung,0.5305851953083667
control,kontrolle,0.7521881823934403
consejo,rat,0.49185774640372226
seis,sechs,0.764035348910172
libre,frei,0.5346972541619887
libre,kostenlos,0.4400867883162585
libre,freien,0.5774473923179368
libre,freier,0.4851089980028124
libre,freie,0.5915315582343218
libre,umsonst,0.3664541840606905
llegar,ankommen,0.5186122939716162
valle,tal,0.6631481365200371
valle,senke,0.3828772678277919
festival,festival,0.7628726215255668
festival,fest,0.3090256598810992
personaje,figur,0.6787811336583647
personaje,charakter,0.4638750827496836
principalmente,hauptsächlich,0.7447109867097438
david,david,0.6515386540140116
castillo,schloss,0.5005823327757474
castillo,burg,0.698412712647184
publicado,publiziert,0.6834078758669416
publicado,veröffentlicht,0.7631431268898399
publicado,gesendet,0.29995318596928383
cantante,sängerin,0.7716582945917865
cantante,sänger,0.6771440781372388
referencia,verweis,0.4505129314906734
referencia,referenz,0.5365289875294791
inglaterra,england,0.7985976063874647
resto,rest,0.6191038049770514
resto,übrige,0.5375530027726799
editorial,leitartikel,0.3234622920286712
editorial,verlag,0.5659292581522408
deporte,sport,0.6690166568774634
recibió,empfing,0.4259788072347975
recibió,erhielt,0.7210764784872975
espacio,raum,0.5250454957723691
espacio,weltraum,0.507548604436833
espacio,platz,0.28359059049045865
espacio,raumfahrt,0.3983734672140522
asociación,assoziation,0.4556621300525353
asociación,verband,0.5386029446736769
asociación,partnerschaft,0.3154671368550001
hija,tochter,0.7587531148929733
acción,aktion,0.4544148043716587
actores,akteure,0.4863535808294879
actores,schauspielern,0.7131453349337586
actores,schauspieler,0.6645530565980965
actores,darsteller,0.6910838127478176
hermano,bruder,0.7549477802276896
fundación,gründung,0.5395624010382446
fundación,stiftung,0.5943630848243229
blanco,weiß,0.4923911137405341
blanco,ziel,0.23069940513743267
blanco,weiss,0.37594813915294917
profesional,fachmann,0.26202748179479257
profesional,professionelle,0.6715616349071176
profesional,professionell,0.5965812239031784
